Part,Color,Quantity,Is Spare
49307,0,2,False
25269,212,8,False
24246,191,2,False
25269,191,10,False
25269,226,8,False
98138pr0200,226,2,False
69871,321,1,False
25269,484,10,False
25269,85,8,False
25269,31,8,False
73767,25,1,False
69182,25,1,False
49307,15,4,False
15573,15,1,False
24246pr0020,15,1,False
24246pr0021,15,1,False
3070bpr0249,14,8,False
25269,14,8,False
